employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,is_primary,address_source,address_trust
SCHREIBER ALLERGY,9601 BLACKWELL RD STE 350,ROCKVILLE,MD,20850,39.0999593,-77.1900841,True,ai,grounded
SCHUCKIT AND ASSOCIATES PC,4545 NORTHWESTERN DR,ZIONSVILLE,IN,46077,39.98189,-86.278939,True,ai,corroborated
SCHUCKMAN REALTY,,,,,,,True,,
SCHULTE ROTH & ZABEL LLP,919 THIRD AVE,NEW YORK,NY,10022,40.759089190755,-73.968291031908,True,ai,corroborated
SCHUSTERMAN INTERESTS LLC,110 W 7TH ST STE 2000,TULSA,OK,74119,36.1485791,-95.9906334,True,manual,verified
SCHUWARGER & ASSOCIATES,,,,,,,True,,
SCHUYLER,,,,,,,True,,
SCHWALB REALTY GROUP INC,1111 BRICKELL AVE STE 2300,MIAMI,FL,33131,25.762879,-80.1914671,True,ai,uncorroborated
SCHWARTZ ADVISORS,340 MADISON AVE 2ND FLOOR,NEW YORK,NY,10173,40.7539442,-73.9789783,True,ai,uncorroborated
SCHWARTZ CAPITAL GROUP,1 N WACKER DR,CHICAGO,IL,60606,41.882319,-87.6361438,True,manual,verified
SCHWARTZ LAW PLLC,601 E BRIDGER AVE,LAS VEGAS,NV,89101,36.172788,-115.122324,True,manual,verified
SCHWARTZ SLADKUS REICH,270 MADISON AVE,NEW YORK,NY,10016,40.7512394,-73.9808787,True,ai,corroborated
SCHWEBEL GOETZ & SIEBEN,7501 METRO BLVD STE 100,MINNEAPOLIS,MN,55439,44.873551,-93.373048,True,ai,corroborated
SCHWEIGER DERMATOLOGY,110 E 55TH ST 14TH FLOOR,NEW YORK,NY,10022,40.7598571,-73.9711792,True,ai,grounded
SCI CAPITAL,1875 CENTURY PARK EAST STE 320,LOS ANGELES,CA,90067,34.0618409,-118.415054,True,ai,grounded
SCI TECH AUTOMOTIVE,12010 S US HWY 71,GRANDVIEW,MO,64030,38.881359,-94.522744,True,ai,grounded
SCIENCE IS ELEMENTARY,,,,,,,True,,
SCIENCE LAB 3,,,,,,,True,,
SCMV,,,,,,,True,,
SCOPE IMPORTS INC,1403 GILLINGHAM LN STE 200,SUGAR LAND,TX,77478,29.6421717,-95.613591,True,manual,verified
SCOPP & ASSOCIATES,,,,,,,True,,
SCOR GLOBAL LIFE REINSURANCE,101 S TRYON ST STE 3200,CHARLOTTE,NC,28280,35.2259484,-80.8431228,True,ai,grounded
SCOR REINSURANCE,1166 AVE OF THE AMERICAS 33RD FLOOR,NEW YORK,NY,10036,40.7568778,-73.9820036,True,ai,uncorroborated
SCORE MENTORS,409 3RD ST SW STE 700,WASHINGTON,DC,20024,38.8846357,-77.0157343,True,ai,uncorroborated
SCOTT CIRCLE COMMUNICATIONS INC,,,,,,,True,,
"SCOTT FANE,CPA PA",7401 WILES RD,CORAL SPRINGS,FL,33067,26.2867597,-80.2258512,True,ai,corroborated
SCOTT NAWY LLC,,,,,,,True,,
SCOTT NOTIONS INC,,,,,,,True,,
SCOTTHULSE PC,201 E MAIN DR STE 1100,EL PASO,TX,79901,31.7589,-106.4905776,True,ai,corroborated
SCP,,,,,,,True,,
SCP MANAGEMENT,1 SENECA TOWER STE 2400,BUFFALO,NY,14203,42.8797305,-78.8765295,True,ai,grounded
SCPMG,,,,,,,True,,
SCRAPSOURCE,8235 DOUGLAS AVE STE 401,DALLAS,TX,75225,32.86275668636,-96.808718973114,True,ai,grounded
SCRAPSOURCE,8333 DOUGLAS AVE STE 1525,DALLAS,TX,75225,32.864022994009,-96.808732832649,False,ai,grounded
SCREEN MACHINE,250 FAIRVIEW DR,COLUMBIA,TN,38401,35.6154452,-87.0197763,True,ai,uncorroborated
SCRIPPS HEALTH,10124 SORRENTO VALLEY RD,SAN DIEGO,CA,92121,32.8900487,-117.2090474,True,ai,corroborated
SCRRA,900 WILSHIRE BLVD STE 450,LOS ANGELES,CA,90017,34.0501526,-118.2603791,True,ai,corroborated
SCS,,,,,,,True,,
SCULPTOR CAPITAL MANAGEMENT,9 W 57TH ST,NEW YORK,NY,10019,40.7638353,-73.9749533,True,manual,verified
SDA,,,,,,,True,,
SDB FAMILY HOLDINGS LLC,,,,,,,True,,
SDG,,,,,,,True,,
SDG&E,8326 CENTURY PARK CT,SAN DIEGO,CA,92123,32.8235386,-117.1439682,True,ai,corroborated
SDI TECHNOLOGIES INC,1299 MAIN ST,RAHWAY,NJ,07065,40.60326,-74.275399,True,ai,grounded
SDMG,,,,,,,True,,
SDSU,5500 CAMPANILE DR,SAN DIEGO,CA,92182,32.7729919,-117.0736735,True,ai,corroborated
SE ASSET MANAGEMENT GROUP INC,,,,,,,True,,
SE CHIRO,,,,,,,True,,
SEA LAND CHEMICAL,1500 E 1ST ST,MARION,IN,46952,40.5605108,-85.6579087,True,ai,uncorroborated
SEACOR HOLDINGS INC,600 BRICKELL AVE STE 2525,MIAMI,FL,33131,25.7675114,-80.1910059,True,ai,corroborated
SEAL,,,,,,,True,,
SEAM,,,,,,,True,,
SEAPORT GLOBAL,1251 AVE OF THE AMERICAS 29TH FLOOR,NEW YORK,NY,10020,40.7600411,-73.9818903,True,ai,uncorroborated
SEARS FINANCIAL CORP,6340 N CAMPBELL AVE STE 278,TUCSON,AZ,85718,32.2876979,-110.9438323,True,ai,grounded
SEATTLE POLICE DEPARTMENT,,,,,,,True,,
SECOND LINE ADVISORS,745 FIFTH AVE 9TH FLOOR,NEW YORK,NY,10151,40.763069934781,-73.973804229702,True,ai,corroborated
SECOND NATURE AI,,,,,,,True,,
SECOR ASSET MANAGEMENT,10 W BROADWAY STE 301,LONG BEACH,CA,90802,33.7693116,-118.193206,True,ai,uncorroborated
SEDER $ CHANDLER LLP,339 MAIN ST STE 300,WORCESTER,MA,01608,42.2652128,-71.8009403,True,manual,verified
SEDGWICK,1251 AVE OF THE AMERICAS 43RD FLOOR,NEW YORK,NY,10020,40.7600411,-73.9818903,True,ai,uncorroborated
SEED AND SMITH,1656 N FORT LAUDERDALE BEACH BLVD STE 210,FORT LAUDERDALE,FL,33304,26.1301324,-80.1034298,True,ai,corroborated
SEED MILL,,,,,,,True,,
SEEN READ HEARD,,,,,,,True,,
SEF,,,,,,,True,,
SEGAL & FEINBERG,,,,,,,True,,
SEGAL MANAGEMENT LLC,300 FRANK W BURR BLVD STE 21,TEANECK,NJ,07666,40.8734797,-74.0067601,True,ai,uncorroborated
SEGALL GROUP,109 LIBBEY PARK N,WESTFIELD,NJ,07090,40.651644,-74.343447,True,ai,uncorroborated
SEGBRO,,,,,,,True,,
SEGENS NA,,,,,,,True,,
SEIDBERG LAW OFFICES PC,2412 E CAMPBELL AVE,PHOENIX,AZ,85016,33.502199,-112.029099,True,ai,grounded
SEL,,,,,,,True,,
SELD,,,,,,,True,,
SELECT PET PRODUCTS,2980 NE 207TH ST STE 701,AVENTURA,FL,33180,25.9672592,-80.14206,True,ai,grounded
SELECTIVE REAL ESTATE INVESTMENTS,,ENCINO,CA,91316,,,True,manual,verified
SELF-HELP HOME,1531 FILLMORE ST,SAN FRANCISCO,CA,94115,37.7836353,-122.4328779,True,ai,uncorroborated
"SELF; LISA HESS, CPA",,,,,,,True,,
SELFF,,,,,,,True,,
SELG,,,,,,,True,,
SELIG ENTERPRISES,1100 SPRING ST NW STE 700,ATLANTA,GA,30309,33.784563,-84.389307,True,ai,corroborated
SELIG ZISES INVESTING,,,,,,,True,,
SELIGMAN GROUP,10877 WILSHIRE BLVD STE 2500,LOS ANGELES,CA,90024,34.0593157,-118.4421772,True,ai,uncorroborated
SELKIN LASER CENTER,1133 3RD AVE STE 400,NEW YORK,NY,10065,40.766627,-73.962755,True,ai,uncorroborated
"SELLERS, AYERS, DORTCH AND LYONS",,,,,,,True,,
SELLF,,,,,,,True,,
SELLUP INC,,,,,,,True,,
SELMAN LEICHENGER,,,,,,,True,,
SELS,,,,,,,True,,
SELT,,,,,,,True,,
SELTZER CAPLAN,750 B ST STE 2100,SAN DIEGO,CA,92101,32.7179729,-117.157883,True,ai,grounded
SELTZER LICENSING GROUP,40 WORTH ST 10TH FLOOR,NEW YORK,NY,10013,40.717095,-74.0067095,True,ai,corroborated
SELZER GURVITCH ET AL,,,,,,,True,,
SEMINOLE COUNTY PUBLIC SCHOOLS,400 E LAKE MARY BLVD,SANFORD,FL,32773,28.7578026,-81.2827259,True,ai,corroborated
SEMINOLE INVESTMENT MANAGEMENT,55 POST RD WEST THIRD FLOOR,WESTPORT,CT,06880,41.142752,-73.343614,True,ai,grounded
SEMPRA ENERGY TRADIN,,,,,,,True,,
SEMPRE CAPITAL,750 LEXINGTON AVE 14TH FLOOR,NEW YORK,NY,10022,40.7625148,-73.9685564,True,ai,uncorroborated
SEMRUSH,800 BOYLSTON ST STE 2475,BOSTON,MA,02199,42.3471718,-71.0825069,True,ai,uncorroborated
SENATOR INVESTMENT GROUP,124 E 14TH ST 20TH FLOOR,NEW YORK,NY,10003,40.733734757889,-73.988393533087,True,ai,grounded
SENATOR INVESTMENT GROUP,510 MADISON AVE 28TH FLOOR,NEW YORK,NY,10022,40.759717929668,-73.974327708914,False,ai,grounded
SENIOR HOUSING GROUP LLC,,CHICAGO,IL,,,,True,manual,verified
SENIOR INSURANCE SOLUTIONS LLC,400 RELLA BLVD STE 120,WOODLAND PARK,NJ,07424,40.882319,-74.205876,True,ai,uncorroborated
SENSIBLE AUTO SERVICING,,,,,,,True,,
SENTILINK,3955 FREEDOM CIR STE 460,SANTA CLARA,CA,95054,37.3853878,-121.9729086,True,ai,corroborated
SEPF,,,,,,,True,,
SEPHARDIC INSTITUTE & SYNAGOGUE,,,,,,,True,,
SEPHORA,525 MARKET ST STE 1800,SAN FRANCISCO,CA,94105,37.7905075,-122.399158,True,ai,corroborated
SEQUENTIAL BRANDS,1407 BROADWAY 38TH FLOOR,NEW YORK,NY,10018,40.753531,-73.9876248,True,ai,grounded
SEQUOIA CONSULTING GROUP,2410 CAMINO RAMON STE 225,SAN RAMON,CA,94583,37.7739751,-121.9645954,True,ai,uncorroborated
SEQUOIA PROPERTY MANAGEMENT,101 CALIFORNIA ST STE 1500,SAN FRANCISCO,CA,94111,37.7929054,-122.3981127,True,ai,uncorroborated
SEQUOIA REALTY,2479 E BAYSHORE RD STE 100,PALO ALTO,CA,94303,37.4483405,-122.1179191,True,ai,corroborated
SERENA & LILY,2440 BROADWAY STE 202,SANTA MONICA,CA,90404,34.0311642,-118.4738585,True,ai,corroborated
SERITAGE GROWTH PROPERTIES,600 LEXINGTON AVE 40TH FLOOR,NEW YORK,NY,10022,40.7580277,-73.9714246,True,ai,uncorroborated
SERLING & ABRAMSON PC,810 SEVENTH AVE STE 620,NEW YORK,NY,10019,40.762640276404,-73.982220945042,True,ai,uncorroborated
SERMONIX PHARMACEUTICALS,250 E BROAD ST STE 250,COLUMBUS,OH,43215,39.9632555,-82.9940042,True,ai,grounded
SERVENCO ENTERPRISES,,,,,,,True,,
SERVENCO MANAGEMENT,53 FOREST AVE STE 200,OLD GREENWICH,CT,06870,41.0353325,-73.5640589,True,manual,verified
SERVICE MARKETING INC,200 W 41ST ST STE 1600,NEW YORK,NY,10036,40.755372,-73.9877527,True,ai,uncorroborated
SERVICE SUPPORT SPECIALTIES INC,,,,,,,True,,
SERVICE TITAN,555 W 5TH ST STE 2300,LOS ANGELES,CA,90013,34.0500816,-118.2534063,True,ai,corroborated
SERVICE WIRE,310 DAVIS RD,CULLODEN,WV,25510,38.382296,-82.082999,True,ai,corroborated
SERVICENOW,2225 LAWSON LN,SANTA CLARA,CA,95054,37.3758244,-121.9627088,True,ai,corroborated
SESAME MEDITERRANEAN GRILL,15233 VENTURA BLVD STE 230,SHERMAN OAKS,CA,91403,34.1540942,-118.465252,True,ai,grounded
SETAREH LAW GROUP,9454 WILSHIRE BLVD STE 600,BEVERLY HILLS,CA,90212,34.066719,-118.3986768,True,ai,corroborated
SETH GROSSMAN ATTORNEY,,,,,,,True,,
SETI INSTITUTE,,,,,,,True,,
SETNA IO,,,,,,,True,,
SETON HALL UNIVERSITY,400 S ORANGE AVE,SOUTH ORANGE,NJ,07079,40.7418456,-74.2449474,True,ai,corroborated
SEVEN GABLES REAL ESTATE,150 W END AVE,BOSTON,MA,02134,42.358786,-71.129581,True,ai,uncorroborated
SEVEN LETTER,260 MADISON AVE 9TH FLOOR,NEW YORK,NY,10016,40.750754,-73.9812427,True,ai,uncorroborated
SEWARD & KISSEL,ONE BATTERY PARK PLAZA,NEW YORK,NY,10004,40.7033346,-74.0137727,True,ai,corroborated
SEWICKLEY VALLEY MEDICAL GROUP,100 W PITTSBURGH ST,SEWICKLEY,PA,15143,40.568138,-80.146807,True,ai,corroborated
SEYFARTH,233 S WACKER DR 8000,CHICAGO,IL,60606,41.881259,-87.637452,True,ai,corroborated
SEYFARTH SHAW,233 S WACKER DR STE 8000,CHICAGO,IL,60606,41.878916229496,-87.636602795305,True,ai,grounded
SEYFARTH SHAW,TWO SEAPORT LN SEAPORT EAST STE 1200,BOSTON,MA,02210,42.349629930931,-71.041007962292,False,ai,grounded
SEYFARTH SHAW,975 F ST NW,WASHINGTON,DC,20004,38.897401509899,-77.025449947905,False,ai,grounded
SEYFARTH SHAW,620 EIGHTH AVE 32ND FLOOR,NEW YORK,NY,10018,40.755973909877,-73.990623668899,False,ai,grounded
SF CUSTOM HOMES LLC,,,,,,,True,,
SF POULTRY,441 N SAM HOUSTON PKWY E,HOUSTON,TX,77060,29.9396387,-95.396779,True,ai,uncorroborated
SF PROPERTIES LLC,17672 LAUREL PARK DR NORTH STE 400E,LIVONIA,MI,48152,42.414616622042,-83.419402644381,True,ai,grounded
SFB EVOLUTION INC,,,,,,,True,,
SFHI,600 ANTON BLVD STE 900,COSTA MESA,CA,92626,33.6907796,-117.8814284,True,ai,uncorroborated
SFMG,,,,,,,True,,
SFO AIRPORR,INTERNATIONAL TERMINAL SAN FRANCISCO INTERNATIONAL AIRPORT 1 AIRPORT ACCESS RD,SAN FRANCISCO,CA,94128,37.621955,-122.383797,True,ai,corroborated
SFSS,,,,,,,True,,
SG PARTNERS,28 LIBERTY ST 39TH FLOOR,NEW YORK,NY,10005,40.7078495,-74.0089818,True,ai,corroborated
SG360,1351 S WHEELING RD,WHEELING,IL,60090,42.1149612,-87.9269536,True,ai,grounded
SGC,,,,,,,True,,
SGL ACQUISITIONS LLC,,,,,,,True,,
SGS CONSULTING,,,,,,,True,,
SGUS,,,,,,,True,,
SGWS,1600 NW 163RD ST,MIAMI,FL,33169,25.922008,-80.2264442,True,ai,grounded
SH&A,,,,,,,True,,
SHADER BROTHERS CORP,6327 EDGEWATER DR,ORLANDO,FL,32810,28.5842117,-81.3920826,True,ai,grounded
SHADY GROVE FERTILITY,9625 BLACKWELL RD STE 200,ROCKVILLE,MD,20850,39.0999593,-77.1900841,True,ai,corroborated
SHAKER RECRUITMENT MARKETING,1100 LAKE ST,OAK PARK,IL,60301,41.8890984,-87.8030534,True,ai,grounded
SHAKESPEARE OXFORD FELLOWSHIP,,,,,,,True,,
SHALHEVET HIGH SCHOOL,910 S CITRUS AVE,LOS ANGELES,CA,90036,34.0584913,-118.3406451,True,ai,corroborated
SHALOM ALLIANCE VERMONT,36 PEARL ST,MONTPELIER,VT,05602,44.2675052,-72.5708473,True,ai,corroborated
SHALOM INSTITUTE,,,,,,,True,,
SHALOM TIKVAH,2045 MYRTLEWOOD RD,BALTIMORE,MD,21209,39.3728808,-76.6649954,True,ai,grounded
"SHAMBERG, JOHNSON & BERGMAN",2600 GRAND BLVD STE 550,KANSAS CITY,MO,64108,39.0794801,-94.5837413,True,ai,grounded
SHAMIE DEVELOPMENT,26111 W 14 MILE RD STE LL4,FRANKLIN,MI,48025,42.5288342,-83.304733,True,ai,corroborated
SHAMINA INVESTMENTS,,,,,,,True,,
SHANNON FABRICS,3131 S ALAMEDA ST,LOS ANGELES,CA,90058,34.0109001,-118.2397881,True,ai,grounded
SHANNON RIVER,,,,,,,True,,
SHANNON RUSSO INTERIORS,45 W 27TH ST 6TH FL,NEW YORK,NY,10001,40.750649,-73.997298,True,ai,uncorroborated
SHAOLIAN LAW FIRM PC,11 BROADWAY STE 615,NEW YORK,NY,10004,40.7052865,-74.0140236,True,ai,uncorroborated
SHAPCO,4000 E 3RD ST,TUCSON,AZ,85711,32.23156,-110.907042,True,ai,uncorroborated
SHAPERO & SHAPERO,5950 CANOGA AVE STE 235,WOODLAND HILLS,CA,91367,34.1782555,-118.5972605,True,ai,grounded
SHAPIRO & DUNCAN,,,,,,,True,,
SHAPIRO LAW TEAM,,,,,,,True,,
SHAPIRO LINN STRATEGIC CONSULTING,,,,,,,True,,
SHAPIRO ZWANETZ & LAKE,7226 LEE DEFOREST DR STE 207,COLUMBIA,MD,21046,39.1735936,-76.8221739,True,ai,grounded
"SHAPIRO, GOLDMAN, BABBONI",,,,,,,True,,
SHARE AMERICA,1300 PENNSYLVANIA AVE NW,WASHINGTON,DC,20004,38.8942317,-77.0306901,True,ai,uncorroborated
SHARF LAW FIRM,,,,,,,True,,
SHARON WILKES LLC,,,,,,,True,,
SHARP ADVISORY SERVICES,,,,,,,True,,
SHARP CORONADO HOSPITAL AND HEALTHCARE,352 SANTA CLARA AVE,CORONADO,CA,92118,32.698795,-117.20911,True,ai,corroborated
SHARP HEALTHCARE,7901 FROST ST,SAN DIEGO,CA,92123,32.7996982,-117.1543535,True,ai,corroborated
SHARP MANAGEMENT CORP,,,,,,,True,,
SHARP MEDICAL IMAGING,,,,,,,True,,
SHARSHARET,3 UNIVERSITY PLAZA STE 402,HACKENSACK,NJ,07601,40.8960633,-74.0395893,True,ai,corroborated
SHAVER & LIEBOWITZ,,,,,,,True,,
SHAVI VENTURES,,,,,,,True,,
SHAW,2828 N HARWOOD ST STE 1600,DALLAS,TX,75201,32.7946637,-96.8081922,True,ai,uncorroborated
SHAW GUSSIS FISHMAN GLANTZ WOLFSON,321 N CLARK ST STE 800,CHICAGO,IL,60654,41.8881696,-87.6306139,True,ai,corroborated
SHAW PERELSON,,,,,,,True,,
SHAWN COHEN DDS PLLC,,,,,,,True,,
SHE'S GOT ISSUES MEDIA,,,,,,,True,,
SHEA & GOULD,90 BROAD ST,NEW YORK,NY,10004,40.7037965,-74.0119608,True,ai,uncorroborated
SHEA & MCINTYRE,,,,,,,True,,
SHEARMAN & STERLING,599 LEXINGTON AVE,NEW YORK,NY,10022,40.7578542,-73.9707227,True,ai,corroborated
SHEARSON,,,,,,,True,,
SHEENA PROPERTIES,,,,,,,True,,
SHEERR COMM,,,,,,,True,,
SHEFA INNOVATION FOUNDRY,,,,,,,True,,
SHELDON DEVELOPMENT,,,,,,,True,,
SHELDON RUBENFELD M.D. PA,,,,,,,True,,
SHELL INTERNATIONAL,,,,,,,True,,
SHELLY LEVY,,,,,,,True,,
SHEPPARD,,,,,,,True,,
SHEPPARD MULLIN,333 S HOPE ST 43RD FLOOR,LOS ANGELES,CA,90071,34.0536175,-118.2532727,True,ai,corroborated
SHER PLASTICS,,,,,,,True,,
SHERIDAN,1450 BROADWAY,NEW YORK,NY,10018,40.7548345,-73.9864878,True,ai,uncorroborated
SHERIDAN PLACE,,,,,,,True,,
SHERJAN BROADCASTING,,,,,,,True,,
SHERMAN BOSEMAN LEGAL GROUP,,,,,,,True,,
SHERMAN IP LLP,15760 VENTURA BLVD STE 700,LOS ANGELES,CA,91436,34.1552716,-118.4762079,True,ai,grounded
SHERMAN LAW GROUP PC,2 BETHESDA METRO CENTER STE 700,BETHESDA,MD,20814,38.9847744,-77.0957275,True,ai,uncorroborated
SHERMAN RESIDENTIAL,400 SKOKIE BLVD STE 200,NORTHBROOK,IL,60062,42.1439177,-87.7967861,True,ai,grounded
SHERMAN TAX,,,,,,,True,,
SHERR LAW GROUP,,,,,,,True,,
SHERRILL REALTY CO,26 BROAD ST,NEW YORK,NY,10004,40.7064277,-74.011345,True,ai,uncorroborated
SHERWOOD,,,,,,,True,,
SHERWOODLUMBER,3101 SW MOODY AVE,PORTLAND,OR,97239,45.500633048433,-122.67157556328,True,ai,uncorroborated
SHES GOT ISSUES,,,,,,,True,,
SHETLAND PROPERTIES,5410 W ROOSEVELT RD,CHICAGO,IL,60644,41.8658092,-87.7561303,True,manual,verified
SHHC,,,,,,,True,,
SHL INVESTMENT GROUP,9 W 57TH ST 50TH FLOOR,NEW YORK,NY,10019,40.7638353,-73.9749533,True,ai,grounded
SHOBU INC,,,,,,,True,,
SHOLOM & ZUCKERBROT REALTY LLC,,,,,,,True,,
SHOMREI TORAH WCC,,,,,,,True,,
SHONEY'S,,,,,,,True,,
SHOOK HARDY BACON,2555 GRAND BLVD,KANSAS CITY,MO,64108,39.0798234,-94.5823472,True,ai,uncorroborated
SHOP AT HOME,5825 UNIVERSITY RESEARCH CT STE 100,CHARLOTTE,NC,28262,35.322061,-80.739972,True,ai,uncorroborated
SHOP COMPANIES,,,,,,,True,,
SHOPPERAI,65 Yigal Alon Street,Tel Aviv,,6744316,32.0852997,34.7818064,True,manual,verified
SHOPPING CENTER MANAGEMENT CO,1829 REISTERSTOWN RD STE 440,PIKESVILLE,MD,21208,39.383959,-76.724261,True,ai,grounded
SHOPRITE OF MARYLAND,,,,,,,True,,
SHORASHIM,,,,,,,True,,
SHORE MEDICAL CENTER,1000 DELAWARE AVE,SOMERS POINT,NJ,08244,39.3111446,-74.5958233,True,ai,corroborated
SHORENSTEIN,2600 EL CAMINO REAL STE 300,PALO ALTO,CA,94306,37.4239195,-122.1433245,True,ai,uncorroborated
SHOREPOINTE NURSING & REHABILITATION CENTER,,,,,,,True,,
SHORES AND MARINA HARBOR APARTMENTS,,,,,,,True,,
SHOREWOOD FINANCIAL,111 W WISCONSIN AVE STE 1000,MILWAUKEE,WI,53203,43.03863,-87.911083,True,ai,uncorroborated
SHORSTEIN & SHORSTEIN,9100 S DADELAND BLVD STE 1610,MIAMI,FL,33156,25.6851049,-80.3146034,True,ai,corroborated
"SHOSHANA BULOW, PHD",,,,,,,True,,
SHOWD.ME,,,,,,,True,,
SHOWPLACE,,,,,,,True,,
SHOWRUNNER INDUSTRIES,,,,,,,True,,
SHOWTIME NETWORKS,1633 BROADWAY,NEW YORK,NY,10019,40.762093,-73.9846559,True,ai,uncorroborated
SHP REALTY INC,2141 MALLARD DR,NORTHBROOK,IL,60062,42.1139254,-87.8384126,True,ai,grounded
SHRIVER INVESTMENTS,,,,,,,True,,
"SHUMAKER, LOOP & KENDRICK",1000 JACKSON ST,TOLEDO,OH,43604,41.656751,-83.538502,True,manual,verified
SHUSHANA,,,,,,,True,,
SHUTTS & BOWEN LLP,200 S ORANGE AVE STE 1800,ORLANDO,FL,32801,28.5400099,-81.3794971,True,ai,corroborated
SHVI,,,,,,,True,,
SIBE AUTOMATION,,,,,,,True,,
SICHENZIA ROSS,61 BROADWAY,NEW YORK,NY,10006,40.7069573,-74.0125097,True,ai,corroborated
SICHENZIA ROSS FERENCE CARMEL LLC,61 BROADWAY 32ND FLOOR,NEW YORK,NY,10006,40.70949,-74.013054,True,ai,corroborated
SICPA PRODUCT SECURITY,1700 RESEARCH BLVD,ROCKVILLE,MD,20850,39.0962993,-77.1828847,True,ai,uncorroborated
SIDEROFSKY STRATEGIC ADVISORS,,,,,,,True,,
SIDLEY AUSTIN LLP,ONE SOUTH DEARBORN,CHICAGO,IL,60603,41.8815592,-87.6287306,True,ai,corroborated
SIDNEY CHARLES,,,,,,,True,,
SIDNEY G. FRIEDMAN MD INC,,,,,,,True,,
SIEGEL INSURANCE INC,,,,,,,True,,
"SIEGEL, LIPMAN, DUNAY, SHEPARD & MI",,,,,,,True,,
SIEGFRIED RIVERA,201 ALHAMBRA CIR STE 1100,CORAL GABLES,FL,33134,25.752655,-80.2591935,True,ai,corroborated
SIEGMAN CONSULTING SERVICES,,,,,,,True,,
SIEMENS DEMATIC P.A. L.T.D,1000 DEERFIELD PKWY,BUFFALO GROVE,IL,60089,42.1696287,-87.9349881,True,ai,uncorroborated
SIEMENS ENERGY,9900 W 109TH ST,OVERLAND PARK,KS,66210,38.9308245,-94.6998175,True,ai,uncorroborated
SIERRA FRANKLIN LLC,,,,,,,True,,
SIERRA IMAGING ASSOCIATES,,,,,,,True,,
SIERRA MINERALS LLC,,,,,,,True,,
SIERRA STEEL TRADING,,,,,,,True,,
SIERRACONSTELLATION PARTNERS,,,,,,,True,,
SIFMA,120 BROADWAY 35TH FLOOR,NEW YORK,NY,10271,40.7082035,-74.0105065,True,ai,corroborated
SIFT SCIENCE,275 7TH ST STE 1900,SAN FRANCISCO,CA,94103,37.7771506,-122.4082027,True,ai,corroborated
SIG,401 CITY AVE,BALA CYNWYD,PA,19004,40.0085608,-75.2133748,True,ai,corroborated
SIGHTMD,,,,,,,True,,
SIGMA INVESTMENT COUNSELORS,186 E MAIN ST STE 200,NORTHVILLE,MI,48167,42.4312684,-83.4813168,True,ai,grounded
SIGNAL BRANDS,5600 W ADAMS SUITE #200,LOS ANGELES,CA,90016,34.03241115268,-118.364802570784,True,ai,grounded
SIGNAL BRANDS,320 5TH AVE 4TH FLOOR,NEW YORK,NY,10001,40.747227533838,-73.985527456141,False,ai,grounded
SIGNAL HILL HOLDINGS,38 SYLVAN RD,MADISON,CT,06443,41.2803555,-72.5694105,True,ai,grounded
SIGNATURE BANK,565 FIFTH AVE,NEW YORK,NY,10017,40.756286298279,-73.978747953798,True,ai,corroborated
SIGNATURE PARTNERS LLC,,,,,,,True,,
SIGNATURE RESOLUTION,,,,,,,True,,
SIKORSKY AIRCRAFT,6900 MAIN ST,STRATFORD,CT,06614,41.2533077,-73.0921109,True,ai,uncorroborated
SILBERMAN LAW PA,,,,,,,True,,
SILBERSTEIN & ASSOCIATES,,,,,,,True,,
SILBEY,,,,,,,True,,
SILCON,,,,,,,True,,
SILICON EAST INC,,,,,,,True,,
SILLS CUMMIS & GROSS PC,101 PARK AVE,FLORHAM PARK,NJ,07932,40.77887,-74.429091,True,ai,corroborated
SILS CAPITAL,,,,,,,True,,
SILVER COMPANIES,2200 CARL D SILVER PKWY STE 100,FREDERICKSBURG,VA,22401,38.31491957013,-77.514489692889,True,manual,verified
SILVER COMPANIES,1201 CENTRAL PARK BLVD,FREDERICKSBURG,VA,22401,38.299626068404,-77.515860298591,False,ai,grounded
SILVER CROSS SURGERY CENTER,18900 S ILLINOIS ST,ORLAND PARK,IL,60467,41.597736,-87.886496,True,ai,corroborated
SILVER FALCON CAPITAL,,,,,,,True,,
SILVER FAMILY,,,,,,,True,,
SILVER FOX CAPITAL GROUP,7 TIMBER LN,BEDFORD,NH,03110,42.935584,-71.536871,True,ai,uncorroborated
SILVER HEIGHTS CAPITAL,,,,,,,True,,
SILVER INVESTMENTS LIMITED,,,,,,,True,,
SILVER LEGAL SERVICES LLC,,,,,,,True,,
SILVER MARKETING,,,,,,,True,,
SILVER MOUNTAIN PARTNERS,60 STARGAZER WAY,SEDONA,AZ,86336,34.878547,-111.858031,True,manual,verified
SILVERMAN ANKLE & FOOT,,,,,,,True,,
SILVERMAN FINANCIAL,350 ORCHARD AVE,RIDGEWOOD,NJ,07450,40.981591,-74.113506,True,ai,uncorroborated
SILVERMAN REALTY GROUP,200 W 41ST ST,NEW YORK,NY,10036,40.755372,-73.9877527,True,ai,corroborated
SILVERSTEIN DREAM FOUNDATION,30 W 44TH ST,NEW YORK,NY,10036,40.7553043,-73.9817247,True,ai,corroborated
SILVERSTEIN POMERANTZ,30 W 44TH ST,NEW YORK,NY,10036,40.7553043,-73.9817247,True,ai,uncorroborated
SILVERSTEIN PROPERTIES,7 TIMES SQ,NEW YORK,NY,10036,40.7555015,-73.9869028,True,ai,corroborated
