employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,address_source,address_trust
SUBURBAN ORTHODOX CONGREGATION,,,,,,,,
SUBURBAN ORTHOPAEDICS,1110 W Schick Rd,Bartlett,IL,60103,41.9512993,-88.1947725,ai,corroborated
SUBWAY,325 Sub Way,Milford,CT,06460,41.2159164,-73.0922196,ai,uncorroborated
SUCCESS ADVISORS,,,,,,,,
SUCCESSFUEL,"660 American Ave, Suite 203",King of Prussia,PA,19406,40.0944303,-75.3941942,ai,grounded
SUFFOLK CENTER,,,,,,,,
SUFFOLK COUNTY,100 Veterans Memorial Hwy,Hauppauge,NY,11788,40.8213585,-73.2246676,ai,corroborated
SULLIVAN & CROMWELL LLP,125 Broad Street,New York,NY,10004,40.7023329,-74.0105146,ai,corroborated
SULLIVAN & LESHANE,"35 East Wacker Drive, Suite 2400",Chicago,IL,60601,41.8864833,-87.6267925,ai,uncorroborated
SULLIVAN & WORCESTER LLP,1 Post Office Square,Boston,MA,02109,42.356809,-71.0551195,ai,grounded
SULLIVAN FIRE PROTECTION,,,,,,,,
SUMMA,1001 Ghent Road,Akron,OH,44333,41.1422883,-81.6172696,ai,corroborated
SUMMA CAPITAL,,,,,,,,
SUMMERFIELD CAPITAL MANAGEMENT,,,,,,,,
SUMMIT DESIGN BUILD,"1036 W Fulton Market, Suite 500",Chicago,IL,60607,41.8867984,-87.6538032,ai,grounded
SUMMIT HEALTH,100 Campus Drive,Florham Park,NJ,07932,40.783258,-74.43018,ai,corroborated
SUMMIT HEALTH/ VILLAGEMD,"1 Meadowlands Plaza, 2nd Floor",East Rutherford,NJ,07073,40.8060951,-74.0778228,ai,corroborated
SUMMIT PARTNERS,"One Financial Center, 12th Floor",Boston,MA,02111,42.3524096,-71.0563898,ai,corroborated
SUMMIT?SYSTEMS,"101 Wood Avenue South, Suite 400",Iselin,NJ,08830,40.5627891,-74.3270215,ai,uncorroborated
SUN CAPITAL ADVISORS,"5200 Town Center Circle, 4th Floor",Boca Raton,FL,33486,26.360928,-80.122852,manual,verified
SUN CAPITAL PARTNERS,"5200 Town Center Circle, 4th Floor",Boca Raton,FL,33486,26.360928,-80.122852,ai,grounded
SUN COAST MERCHANDISE CORP,3201 S 25th Ave,Broadview,IL,60155,41.8604708,-87.8627049,ai,uncorroborated
SUN COMMUNITIES,"27777 Franklin Road, Suite 2000",Southfield,MI,48034,42.4930604,-83.2993089,ai,corroborated
SUN DIAMOND,"1000 S Fremont Ave, Suite A",Alhambra,CA,91803,34.083937,-118.151796,ai,grounded
SUN HOME COMMUNITIES,"2020 Vision Drive, Suite 200",Newport Beach,CA,92660,33.6170092,-117.9294401,ai,uncorroborated
SUN LIFE FINANCIAL,96 Worcester Street,Wellesley Hills,MA,02481,42.3156153,-71.247171,manual,verified
SUN MICROSYSTEMS,,,,,,,,
SUN PHARMA,"301 Tresser Boulevard, Suite 1420",Stamford,CT,06901,41.0523467,-73.5328562,ai,uncorroborated
SUN PHARMACEUTICAL/WILLVER,2 Independence Way,Princeton,NJ,08540,40.3496953,-74.6597376,ai,grounded
SUN SOURCE JEWELRY,,,,,,,,
SUNAMERICA INVESTMENTS,120 Broadway,New York,NY,10271,40.7082035,-74.0105065,ai,uncorroborated
SUNBELT,"200 International Parkway, Suite 100",Lake Mary,FL,32746,28.759054,-81.3665864,ai,uncorroborated
SUNDAY CAPITAL,,,,,,,,
SUNLIT REALTY,,,,,,,,
SUNRISE LAND GROUP,,,,,,,,
SUNRISE SENIOR LIVING,"7900 Westpark Drive, Suite A200",McLean,VA,22102,38.9342888,-77.1776327,ai,uncorroborated
SUNRISE TOYOTA,3984 Sunrise Highway,Oakdale,NY,11769,40.7476493,-73.1418251,ai,grounded
SUNROCK DEVELOPMENT CORP,,,,,,,,
SUNROCK DEVT. CORP,,,,,,,,
SUNSET BOULEVARD MANAGEMENT CORPORATION,,,,,,,,
SUNSET WEST LEGAL GROUP,,,,,,,,
SUNSHINE CLOTHING,,,,,,,,
SUNSHINE DAYDREAM GIVING FOUNDATION,,,,,,,,
SUNSHINE TAPE PRODUCTS,300 Ansin Blvd,Hallandale Beach,FL,33009,25.98742,-80.164241,ai,grounded
SUNSTEIN KANN MURPHY & TIMBERS,"1251 Avenue of the Americas, 43rd Floor",New York,NY,10020,40.7600411,-73.9818903,ai,uncorroborated
SUNVERA GROUP,"30150 Telegraph Rd, Ste 271",Bingham Farms,MI,48025,42.5092992,-83.2820299,ai,grounded
SUNWEST,,,,,,,,
SUNY,"State University Plaza, 353 Broadway",Albany,NY,12246,42.6511674,-73.754968,ai,corroborated
SUNY AT BUFFALO,1 James E. Casey Drive,Buffalo,NY,14203,42.877908,-78.805387,ai,corroborated
SUNY DOWNSTATE,450 Clarkson Avenue,Brooklyn,NY,11203,40.6553702,-73.9450773,ai,corroborated
SUNY DOWNSTATE MEDICAL CENTER,450 Clarkson Ave,Brooklyn,NY,11203,40.6553702,-73.9450773,ai,corroborated
SUNY UPSTATE,750 East Adams Street,Syracuse,NY,13210,43.0408184,-76.1391437,ai,corroborated
SUNY UPSTATE MEDICAL UNIVERSITY,750 E Adams Street,Syracuse,NY,13210,43.0408184,-76.1391437,ai,corroborated
SUPERBA GROUP,,,,,,,,
SUPERCLEAN,"1380 Corporate Center Curve, Suite 107",Eagan,MN,55121,44.8564327,-93.1632341,ai,grounded
SUPERIOR INDUSTRIES,1835 South 36th Street,Muskegon,MI,49444,43.2341813,-86.2483921,ai,corroborated
SUPERIOR WINDOW,,,,,,,,
SUPERSMILE,"32 E 57th St, 15th Floor",New York,NY,10022,40.7618724,-73.9720863,ai,grounded
SUPERSTRUCTURES,"14 Wall Street, 25th Floor",New York,NY,10005,40.7076337,-74.010757,ai,grounded
SUPPLY ACCESSORIES,,,,,,,,
SUPPLY CADDY,1501 S Kansas Ave,Topeka,KS,66612,39.0396105,-95.6788292,ai,uncorroborated
SUPREME LAUNDRY AND CLEANERS,,,,,,,,
SURESCRIPTS,2550 Wasser Terrace,McLean,VA,22102,38.9342888,-77.1776327,ai,uncorroborated
SURFACE TECHNOLOGY INC,,,,,,,,
SURFSIDE MANOR HFA,,,,,,,,
SURGEONS GROUP OF BATON ROUGE / LAKE PHYSICIANS,,,,,,,,
SURGICAL SPECIALISTS OF THE NORTH SHOR,,,,,,,,
SURRY INVESTMENT ADVISORS,,,,,,,,
SURVEYMONKEY,1 Curiosity Way,San Mateo,CA,94403,37.496904,-122.3330573,ai,uncorroborated
"SUSAN ARNOWITZ, PH.D",,,,,,,,
SUSAN EDELSTEIN PRODUCTIONS LLC,,,,,,,,
SUSAN G. KOMEN FOR THE C,"5005 LBJ Freeway, Suite 250",Dallas,TX,75244,32.9279478,-96.8220407,ai,uncorroborated
SUSAN KOEHN DESIGNS,,,,,,,,
SUSMAN GODFREY LLP,"1000 Louisiana Street, Suite 5100",Houston,TX,77002,29.75843,-95.3682993,ai,grounded
SUSQUEHANNA GROWTH EQUITY,1525 Locust Street,Philadelphia,PA,19102,39.9487706,-75.1673943,ai,corroborated
SUSQUEHANNA INTERNATIONAL GROUP,"525 William Penn Place, 9th Floor",Pittsburgh,PA,15219,40.4401673,-79.9977351,ai,corroborated
SUSSER BANK,2201 Wurzbach Road,San Antonio,TX,78238,29.4921757,-98.5977933,ai,corroborated
SUSSMAN AUTOMATIC,1130 Fairoaks Ave,Northbrook,IL,60062,42.128704,-87.8265089,ai,uncorroborated
SUSSMAN EDUCATION,,,,,,,,
SUSTAINABLE CAPITAL,111 Sutter St Suite 800,San Francisco,CA,94104,37.7901267,-122.4026973,ai,corroborated
SUTHERLAND ASBILL & BRENNAN,"999 Peachtree Street NE, Suite 2300",Atlanta,GA,30309,33.7809002,-84.3829982,ai,corroborated
SUTHERLAND CAPITAL MANAGEMENT INC,"32 East 57th Street, 16th Floor",New York,NY,10022,40.7618724,-73.9720863,ai,grounded
SUTHERLAND GLOBAL,"1200 Abernathy Road NE, Suite 1700",Atlanta,GA,30328,33.7544657,-84.3898151,ai,uncorroborated
SUTTER,2200 River Plaza Drive,Sacramento,CA,95833,38.605504,-121.515639,ai,grounded
SUTTER HEALTH,2901 K Street,Sacramento,CA,95816,38.572426,-121.468164,ai,corroborated
SUTTER MEDICAL GROUP,2750 Gateway Oaks Drive Suite 150,Sacramento,CA,95833,38.6166223,-121.5177565,ai,grounded
SUTTON MANAGEMENT CO,55 W 39th St,New York,NY,10018,40.7523912,-73.9839779,ai,corroborated
SUTTON SQUARE GROUP,,,,,,,,
SVERDLOV LAW PLLC,,,,,,,,
SVG,,,,,,,,
SWA,6000 S Terminal Pkwy,Des Moines,IA,50315,41.5868654,-93.6249494,ai,uncorroborated
SWALET AEROSPACE,,,,,,,,
SWALLOW ASSOCIATES,,,,,,,,
SWC,,,,,,,,
SWEDISH HEALTH SERVICES,747 Broadway E,Seattle,WA,98102,47.6257309,-122.3214416,ai,corroborated
SWEDISH MEDICAL GROUP,501 Broad St,Seattle,WA,98104,47.6205779,-122.3477653,ai,corroborated
SWEET PAPER SALES,,,,,,,,
SWIB,"State Street, 11th Floor",Madison,WI,53703,43.0748308,-89.3925025,ai,uncorroborated
SWIDLER SALES AND CONSULTING,,,,,,,,
SWIFT-TRAIN COMPANY,11201 Development Rd,Huntsville,AL,35806,34.729847,-86.5859011,ai,uncorroborated
SWIRNOW,636 W California Ave,Sunnyvale,CA,94086,37.3823009,-122.0339531,ai,uncorroborated
SWIRNOW SYSTEMS MANAGEMENT LLC,,,,,,,,
SWM,,,,,,,,
SWORD BIO,"2 N LaSalle St, Suite 1300",Chicago,IL,60602,41.8823579,-87.632809,ai,uncorroborated
SWRI,6220 Culebra Rd,San Antonio,TX,78238,29.4441204,-98.6136109,ai,corroborated
SXHOLDINGS,,,,,,,,
SYCAMORE MECHANICAL CONTRACTORS,,,,,,,,
"SYKES, BOURDON, AHERN & LEVY PC",,,,,,,,
SYLVAN CREST PARTNERS,,,,,,,,
SYLVESTER COMPREHENSIVE CANCER CENTER,1601 NW 10th Ave,Miami,FL,33136,25.7903589,-80.2106983,ai,corroborated
SYNAGILE CORPORATION,11601 Wilshire Blvd Suite 500,Los Angeles,CA,90025,34.0510414,-118.4599151,ai,uncorroborated
SYNCO,,,,,,,,
SYNERGY,,,,,,,,
SYNERGY ACADEMICS,,HIDDEN HILLS,CA,91302,,,,
SYNERGY HEALTH PARTNERS,,,,,,,,
SYNOPSYS,700 E Middlefield Rd,Mountain View,CA,94043,37.3915986,-122.0465493,ai,uncorroborated
SYNTHEGO,501 2nd St,South San Francisco,CA,94080,37.6523406,-122.4305331,ai,corroborated
SYNTONIC SYSTEMS,"2737 S. Ridgewood Ave, Suite 100",South Daytona,FL,32119,29.1605938,-80.995564,ai,uncorroborated
SYPERSMILE,850 Beacon St,Brookline,MA,02446,42.346271,-71.1056761,ai,uncorroborated
SYRACUSE ORTHOPEDIC SPECIALISTS,200 W Manlius St,Syracuse,NY,13202,43.06423,-76.073961,ai,corroborated
SYRACUSE UNIVERSITY,Syracuse University,Syracuse,NY,13244,43.0171129,-76.1185536,ai,uncorroborated
SZABO REALTY,,,,,,,,
T & M BUILDING CO INC,200 Lake Drive West,Cherry Hill,NJ,08002,39.938518,-75.004354,ai,uncorroborated
T SIMON CONSULTING,,,,,,,,
T WEISS REALTY,,,,,,,,
T7 CAPITAL,"1040 6th Ave, Floor 15",New York,NY,10018,40.7529924,-73.9850431,ai,grounded
TA ASSOCIATES,"200 Clarendon St, 33rd Floor",Boston,MA,02116,42.3491677,-71.075124,ai,corroborated
TABLE MANAGEMENT LP,,,,,,,,
TABLEAU,1621 N 34th St,Seattle,WA,98103,47.6476152,-122.3383842,ai,grounded
TABOOLA,1115 Broadway,New York,NY,10010,40.7429808,-73.9893406,ai,corroborated
TABUSH GROUP,"350 N Old Woodward Ave, Suite 200",Birmingham,MI,48009,42.5489599,-83.2159321,ai,uncorroborated
TACALA LLC,60 State Street,Boston,MA,02109,42.3596782,-71.056579,ai,uncorroborated
TACTIX,,,,,,,,
TAE PHOENIX ENTERTAINMENT,,,,,,,,
TAFT STETTINIUS & HOLLISTER PLLC,"425 Walnut Street, Suite 1800",Cincinnati,OH,45202,39.1006993,-84.5130369,ai,uncorroborated
TAG DEVELOPMENTS LTD,,,,,,,,
TAHL PROPP EQUITIES,"3601 W Commercial Blvd, Suite 400",Fort Lauderdale,FL,33309,26.1883737,-80.1661015,ai,corroborated
TAILWIND CONSULTANTS,,,,,,,,
TAKEDA,300 Shire Way,Lexington,MA,02421,42.4274232,-71.2523377,ai,uncorroborated
TALCOTT HOLDINGS INC,,,,,,,,
TALENT SYSTEMS,,,,,,,,
TALPION,,,,,,,,
TALPION FUND MANAGEMENT LP,,,,,,,,
TALPIOT COLLEGE,,,,,,,,
TAMAR FINK INC,,,,,,,,
TAMARIX,,,,,,,,
TAMAROFF MOTORS,6600 Orchard Lake Rd,West Bloomfield,MI,48322,42.5406667,-83.3607424,ai,corroborated
TAMGE,,,,,,,,
TAMID,,,,,,,,
TAMPA BAY TRANE,1501 N Westshore Blvd,Tampa,FL,33607,27.9554142,-82.5240415,ai,corroborated
TANDEMHR,"1 International Blvd, 5th Floor",Boston,MA,02110,42.3588336,-71.0578303,ai,uncorroborated
TANGIBLE SCIENCES,,,,,,,,
TANNEBAM WEISS,,,,,,,,
TANNEN & ASSOCIATES,,,,,,,,
TANTUM REAL ESTATE,,,,,,,,
TAP ROOT CAPITAL,60 River Rd,Summit,NJ,07901,40.7319745,-74.3743595,ai,grounded
TAPPER'S,6337 Orchard Lake Rd,West Bloomfield,MI,48322,42.5468639,-83.3607936,ai,corroborated
TAQTILE INC,335 Madison Avenue,New York,NY,10017,40.7536221,-73.9780733,ai,uncorroborated
TARGET STRATEGIES LLC,"1501 M Street NW, Suite 300",Washington,DC,20005,38.905729,-77.034723,ai,uncorroborated
TARGETSEARCHGROUP,,,,,,,,
TARRANT COUNTY,100 E Weatherford St,Fort Worth,TX,76196,32.7574794,-97.3331906,ai,corroborated
TASK US,"1650 Independence Drive, Suite 100",New Braunfels,TX,78132,29.7184071,-98.1582751,ai,grounded
TASTY BRANDS,"6800 Jericho Turnpike, Suite 100E",Syosset,NY,11791,40.8061341,-73.5183554,manual,verified
TATE DEVELOPMENT CORP,,,,,,,,
TAUB VENTURES,,,,,,,,
TAX PRO SOLUTIONS,,,,,,,,
TAXMAN POLLOCK MURRAY & BEKKERMAN,"One Penn Plaza, Suite 5215",New York,NY,10119,40.7510985,-73.9919723,ai,uncorroborated
TAYLOR EQUITIES,"3660 Wilshire Blvd, Suite 612",Los Angeles,CA,90010,34.0612247,-118.3049789,ai,grounded
TAYLOR MORRISON NW LLC,5221 N 44th Street Suite 100,Phoenix,AZ,85018,33.5143201,-111.9865109,ai,uncorroborated
TAYLOR PORTER BROOKS & PHILLIPS LLP,"450 Laurel St, Suite 1600",Baton Rouge,LA,70801,30.4503383,-91.1864777,ai,corroborated
TBFR,,,,,,,,
TBG,,,,,,,,
TBS CONSUTLING,,,,,,,,
TCG,"350 5th Ave, 59th Floor",New York,NY,10118,40.7484421,-73.9856589,ai,corroborated
TCI PRECISION METALS,2000 Dorr St,Toledo,OH,43607,41.652975,-83.590575,ai,uncorroborated
TCS,,,,,,,,
TCV,"275 5th Ave, Suite 510",San Francisco,CA,94103,37.7835047,-122.4634912,ai,grounded
TD COWEN,"640 Fifth Avenue, 4th Floor",New York,NY,10019,40.9203162,-73.8044478,ai,corroborated
TD SECURITIES,31 West 52nd Street,New York,NY,10019,40.7608799,-73.9780399,ai,corroborated
TEACH FLORIDA,"325 John Knox Rd, Suite L103",Tallahassee,FL,32303,30.4715725,-84.2865864,ai,corroborated
"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",525 West 120th Street,New York,NY,10027,40.8102581,-73.9606607,ai,corroborated
TEAM HEWINS LLC,,,,,,,,
TEAM RESOURCES INC,,,,,,,,
TEAMHEALTH,"265 Brookview Centre Way, Suite 203",Knoxville,TN,37919,35.935728,-84.00411,ai,grounded
TEANECK TWP,818 Teaneck Rd,Teaneck,NJ,07666,40.8846166,-74.0069353,ai,corroborated
TEBIE GLOBAL,,,,,,,,
TEC BUILDING SYSTEMS,"2300 Windy Ridge Parkway SE, Suite 500",Atlanta,GA,30339,33.9060993,-84.4603898,ai,uncorroborated
TECH,,,,,,,,
TECHLAUNCH,"3400 E Cherry Ave, Suite 200",Fresno,CA,93726,36.7394421,-119.78483,ai,uncorroborated
TECHMARK,"300 River Place Drive, Suite 350",Detroit,MI,48207,42.336605,-83.017718,ai,grounded
TECHNA INDSUTRIAL DESIGN,,,,,,,,
TECHNOCON,,,,,,,,
TECHPAR GROUP,,,,,,,,
TECTA AMERICA ZERO CO. LLC,1250 24th Street NW,Washington,DC,20037,38.9064358,-77.0518652,ai,uncorroborated
TECTONIC TX,,,,,,,,
TEEN SUMMER EXPOS INC,,,,,,,,
TEICHMAN ENTERPRISES,,,,,,,,
TEIFELD & COMPANY,,,,,,,,
TEITELBAUM ARTISTS,,,,,,,,
TEJAS SECURITIES,"7700 Bonhomme Ave, Ste 575",Clayton,MO,63105,38.647043,-90.3351132,ai,grounded
TEK INSIGHT,,,,,,,,
TEKLEAD CORP,,,,,,,,
TELEBRANDS CORPORATION,"Venture Corporate Park, 35 Cold Spring Rd",Plainview,NY,11803,40.7765026,-73.4670022,ai,corroborated
TELECARE CORPORATION,"1080 Marina Village Pkwy, Suite 100",Alameda,CA,94501,37.7845806,-122.2710986,ai,grounded
TELEDYNE TECHNOLOGIES,1049 Camino Dos Rios,Thousand Oaks,CA,91360,34.1931286,-118.8939224,ai,grounded
TELEMUS CAPITAL,,,,,,,,
TELEVIX,,,,,,,,
TELIA AS,,,,,,,,
TEMPLE,,,,,,,,
TEMPLE AHAVAT SHALOM,1575 Curlew Rd,Palm Harbor,FL,34683,28.0490793,-82.7387812,ai,grounded
TEMPLE BETH ABRAHAM,25 Leroy Avenue,Tarrytown,NY,10591,41.070359,-73.8601211,ai,grounded
TEMPLE BETH AVODAH,85 Concord Rd,Bedford,MA,01730,42.4911407,-71.2911972,ai,corroborated
TEMPLE BETH EL,,,,,,,,
TEMPLE BETH EL KESHET,,,,,,,,
TEMPLE BETH EL MANHATTAN BEACH,1014 Irving Ave,Manhattan Beach,CA,90266,33.8872777,-118.4104324,ai,uncorroborated
TEMPLE BETH ISRAEL,,,,,,,,
TEMPLE BETH SHALOM,,,,,,,,
TEMPLE BETH SHOLOM,4200 SW Munson Ave,Topeka,KS,66604,39.0478286,-95.7300599,ai,grounded
TEMPLE CITY ADHC,,,,,,,,
TEMPLE DE HIRSCH SINAI,501 East Pike Street,Seattle,WA,98122,47.6136392,-122.3251994,ai,corroborated
TEMPLE EMANUEL,1010 University Ave,San Jose,CA,95126,37.3403374,-121.9205137,ai,grounded
TEMPLE HAR ZION,1040 North Harlem Avenue,River Forest,IL,60305,41.8992135,-87.8059857,ai,grounded
TEMPLE ISAIAH PRESCHOOL,,,,,,,,
TEMPLE ISRAEL,477 Longwood Ave,Boston,MA,02215,42.340448,-71.1092473,ai,corroborated
TEMPLE ISRAEL OF SHARON,28-30 Spruce St,Sharon,MA,02067,42.1237328,-71.1787282,ai,corroborated
TEMPLE JUDEA,,,,,,,,
"TEMPLE KOL AMI, W. BLOOMFIELD MI",5085 Walnut Lake Rd,West Bloomfield,MI,48323,42.5568204,-83.3827145,ai,uncorroborated
TEMPLE OHABEI SHALOM,1187 Beacon St,Brookline,MA,02446,42.3435703,-71.1144574,ai,corroborated
TEMPLE SHALOM,,,,,,,,
TEMPLE SHALOM MEDFORD,20 Cottage Street,Medford,MA,02155,42.4209266,-71.1296133,ai,uncorroborated
TEMPLE SHALOM NAPLES,4630 Pine Ridge Rd,Naples,FL,34119,26.2115036,-81.7822295,ai,corroborated
TEMPLE SHALOM OF THE SOUTH BAY,1665 Bloomfield Ave,Redondo Beach,CA,90278,33.8398289,-118.3845942,ai,corroborated
TEMPLE SHIR SHALOM,399 Old Tappan Rd,Park Ridge,NJ,07656,41.035965,-74.0415551,ai,uncorroborated
TEMPLE SINAI,,,,,,,,
TEMPLE SINAI SUMMIT,101 Maple St,Summit,NJ,07901,40.7126156,-74.3616254,ai,uncorroborated
TEMPLE TIFERET SHALOM,8777 NW 44th St,Doral,FL,33178,25.8143156,-80.3810368,ai,uncorroborated
TEMPUS AI,"600 West Chicago Avenue, Suite 510",Chicago,IL,60654,41.8982912,-87.6443417,ai,grounded
TENCAP INC,,,,,,,,
TENCER AND ASSSOCIATES,,,,,,,,
TENN BLDG PRODUCTS,,,,,,,,
TENNIS INDOORS OF NY INC,,,,,,,,
TENS,,,,,,,,
TERRA NOVA TECHNOLOGIES,,,,,,,,
TERRACO REAL ESTATE,"3201 Old Glenview Road, Suite 300",Wilmette,IL,60091,42.0656197,-87.7564817,manual,verified
TERRASTONE SOLUTIONS,,,,,,,,
TERRAVEDRA CONSULTING GROUP,,,,,,,,
TERRAVET REAL ESTATE SOLUTIONS,,,,,,,,
TERRIFIC TOURS,,,,,,,,
TESLA,13101 HAYDEN ROAD,AUSTIN,TX,78728,30.4445643,-97.6950325,ai,uncorroborated
TETRAGON,250 West 55th Street,New York,NY,10019,40.7649395,-73.9829195,ai,corroborated
TEXANA BANK,305 West Main Street,Ganado,TX,77962,29.0396292,-96.5122845,ai,uncorroborated
TEXAS DIRECT INSURANCE AGENCY LP,5400 Legacy Dr,Plano,TX,75024,33.076994,-96.808304,ai,corroborated
TEXAS FERTILITY CENTER,"7557 Rambler Road, Suite 700",Dallas,TX,75231,32.8851743,-96.7631901,ai,corroborated
TEXAS FINANCIAL FORENSICS,,,,,,,,
TEXAS IRON AND METAL,,Houston,TX,77002,,,,
TEXAS IRON AND STEEL,,,,,,,,
TEXAS OFFICE OF THE ATTORNEY GENERAL,300 W. 15th Street,Austin,TX,78701,30.267153,-97.7430608,ai,corroborated
TEXAS ONCOLOGY PA,"14555 Dallas Parkway, Suite 250",Dallas,TX,75254,32.9443009,-96.8230694,ai,corroborated
TEXAS RADIOLOGY ASSOCIATES,7600 Fannin St,Houston,TX,77054,29.6933775,-95.4027926,ai,corroborated
TEXAS STATE UNIVERSITY,601 University Drive,San Marcos,TX,78666,29.8910885,-97.9376214,ai,corroborated
TEXAS TECH UNIV HSC,3601 4th Street,Lubbock,TX,79430,33.592208,-101.899157,ai,corroborated
TEXAS UNITED MANAGEMENT,,,,,,,,
TFC,,,,,,,,
TFPS,,,,,,,,
TFS ENERGY FUTURES LLC,1001 Fannin St Suite 1600,Houston,TX,77002,29.7557946,-95.3639251,ai,uncorroborated
TG HOLDINGS LLC,,,,,,,,
TGH GROUP HOLDINGS LTD,,,,,,,,
THALES GROUP,"2733 South Crystal Drive, Suite 1200",Arlington,VA,22202,38.8769326,-77.0893094,ai,grounded
THALHEIMER BROTHERS LLC,,,,,,,,
THATCH HEALTH,1600 NW 167th St Suite 100,Beaverton,OR,97006,45.4871723,-122.80378,ai,uncorroborated
THATS A RAPP PRODUCTIONS,,,,,,,,
THCF,,,,,,,,
THE 495/METROWEST PARTNERSHIP,"One Park Plaza, Suite 450",Boston,MA,02116,42.3515011,-71.0693963,ai,corroborated
THE ABSINTHE GROUP,"368 Hayes Street, 2nd Floor",San Francisco,CA,94102,37.7770899,-122.422458,ai,grounded
THE ACACIA GROUP,1120 Avenue of the Americas,New York,NY,10036,40.7555808,-73.9828644,ai,uncorroborated
THE ACCELERATION PROJECT,,,,,,,,
THE ACKERBERG GROUP,"2201 Broadway, Suite 1010",Oakland,CA,94612,37.8112082,-122.267501,ai,uncorroborated
THE ADVOCACY GROUP INC,,,,,,,,
THE AEROSPACE CORPORATION,2310 E El Segundo Blvd,El Segundo,CA,90245,33.9155862,-118.3823266,ai,corroborated
THE AGATSTON CENTER FOR PREVENTIVE MEDICINE,1691 Michigan Avenue,Miami Beach,FL,33139,25.7912482,-80.1386759,manual,verified
THE AGENCY,"100 N Crescent Dr, 4th Floor",Beverly Hills,CA,90210,34.067215,-118.395725,ai,corroborated
THE ALTMAN LAW FIRM PLLC,200 Park Avenue Suite 1700,New York,NY,10166,40.7534645,-73.9766148,ai,corroborated
THE ANDERSON GROUP,8550 Freeport Pkwy Suite 400,Irving,TX,75063,32.9234757,-97.0152251,ai,uncorroborated
THE ANNENBERG FOUNDATION,"2000 Avenue of the Stars, Suite 1000",Los Angeles,CA,90067,34.0583138,-118.4146758,ai,corroborated
THE ARBA GROUP,6300 Wilshire Blvd Suite 1800,Los Angeles,CA,90048,34.0631573,-118.3663294,ai,grounded
THE ARDENT COMPANIES,"2100 Powers Ferry Rd, Suite 350",Atlanta,GA,30339,33.9010899,-84.4511696,ai,grounded
THE ARKER COMPANIES,,,,,,,,
THE ASSOCIATED,,,,,,,,
THE ASSOCIATED: JEWISH FEDERATION OF BALTIMORE,101 West Mount Royal Avenue,Baltimore,MD,21201,39.3050836,-76.6177823,manual,verified
THE ASTRONAUTS MEMORIAL FOUNDATION,"3600 Wilson Blvd, Suite 800",Arlington,VA,22201,38.881811,-77.102753,ai,uncorroborated
THE BENIDA GROUP,200 Park Ave South Suite 1102,New York,NY,10003,40.7368886,-73.9892348,ai,uncorroborated
THE BERARD COMPANY,100 Cross St,Portsmouth,NH,03801,43.0751306,-70.7601826,ai,uncorroborated
THE BERG CORPORATION,2519 Wilkens Avenue,Baltimore,MD,21223,39.2791797,-76.6541815,ai,grounded
THE BERKELEY SCHOOL-WESTCHESTER,909 Westchester Ave Suite 200,White Plains,NY,10604,41.0339862,-73.7629097,ai,corroborated
THE BERNSTEIN COMPANIES,"2000 Market Street, Suite 1900",Philadelphia,PA,19103,39.953509,-75.173351,ai,uncorroborated
THE BG,,,,,,,,
THE BINSKY CORPORATION,110 Wall St Suite 1050,New York,NY,10005,40.7049397,-74.0063279,ai,uncorroborated
THE BIRCH WATHEN LENOX SCHOOL,210 East 77th Street,New York,NY,10075,40.7724645,-73.9577203,ai,corroborated
THE BLOOM ORGANIZATION,"Optima Onyx Tower, 1010 S. Federal Highway, Suite 2804",Hallandale Beach,FL,33009,25.9812025,-80.148379,ai,grounded
THE BLUFFS,,,,,,,,
THE BOEING COMPANY,100 North Riverside,Chicago,IL,60606,41.8825427,-87.638745,ai,uncorroborated
THE BOSTON FOUNDATION,75 Arlington Street,Boston,MA,02116,42.3504901,-71.0703617,ai,corroborated
THE BRIDGEFUND & THE HUDSON GUILD,141 W 25th St 5th Floor,New York,NY,10001,40.7447576,-73.9930024,ai,corroborated
THE BUCKINGHAM RESEARCH GROUP,1000 N West St,Wilmington,DE,19801,39.7471805,-75.5500972,ai,uncorroborated
THE CARLYLE GROUP,1001 Pennsylvania Avenue NW,Washington,DC,20004,38.8954637,-77.0264855,ai,grounded
THE CARNELIAN GROUP,400 Atlantic Ave,Boston,MA,02110,42.3556115,-71.0504489,ai,uncorroborated
THE CHAZIN GROUP INC,,,,,,,,
THE CHICAGO SCHOOL,325 North Wells Street,Chicago,IL,60654,41.8882472,-87.6337142,ai,uncorroborated
THE CHOTIN FOUNDATION & FAMILY - TCG,,,,,,,,
THE CHOTIN GROUP,,,,,,,,
THE CLOSET WORKS INC,1000 N West Street Suite 1200,Wilmington,DE,19801,39.7471805,-75.5500972,ai,uncorroborated
THE CLOVER COMPANY,,,,,,,,
THE COCA-COLA COMPANY,One Coca-Cola Plaza,Atlanta,GA,30313,33.7708677,-84.3966253,ai,corroborated
THE COHEN GROUP,"1300 17th Street NW, Suite 600",Washington,DC,20036,38.9074529,-77.0387341,ai,uncorroborated
THE COLLEGE SCHOOL,3100 Happy Hollow Blvd,Cincinnati,OH,45213,39.1012809,-84.5127405,ai,uncorroborated
THE CONTINUUM COMPANY,,,,,,,,
THE CORMAC GROUP,,,,,,,,
